Vendor,Category,City,Phone,Email,Description,Google Maps,IG
Palais Soleiman,Venue,Marrakech,05 24 37 89 62,,"Au Maroc, le mariage n’est pas seulement une union, c’est une véritable célébration de la vie, des familles et des traditions. Au cœur de Marrakech, le Palais Soleiman incarne cet esprit avec une intensité rare. Derrière ses hautes portes sculptées, vos noces prennent une dimension intemporelle, dans un décor digne des mille et une nuits. Sous les coupoles finement travaillées, au milieu des zelliges colorés et des patios baignés de lumière, chaque espace du palais semble avoir été conçu pour sublimer vos instants les plus précieux.

Le Grand Patio, majestueux, offre un écrin spectaculaire pour les cérémonies et dîners de gala.
Les Salons d’apparat, intimes et raffinés, sont parfaits pour accueillir vos invités dans une atmosphère chaleureuse.
Les terrasses se prêtent aux cocktails romantiques, baignés par la douce lumière du crépuscule de Marrakech.",,https://www.instagram.com/palais.soleiman.marrakech/?hl=fr
Ceremonia Event,Event Planner,Marrakech,0661-195636,,,,https://www.instagram.com/ceremoniaevent
Nouha nh Luxury bridal house,Dresses,Tanger,06 62 177 144,,,https://maps.app.goo.gl/xWhv3bGctUu4unvx7,https://www.instagram.com/luxurybridalhouse_nh/?hl=en
AMIRALEBSATTE,Dresses,Tanger,0 775728026,,"Amiralebsatte est bien plus qu’une marque de mode, c’est une histoire de passion, de créativité et d’engagement envers l’élégance féminine. Née il y a plus de 10 ans dans un petit appartement, cette marque a germé à partir de chutes de tissus, donnant naissance à des caftans uniques et enchanteurs. Notre fondatrice, Amira, a concis à chaque création son amour pour la beauté et son désir de sublimer chaque femme.",Rue de Hollande 23,https://www.instagram.com/amiralebsattetanger/?hl=en
Zia la fleuriste,Florist,El Jadida,06 61425372,,,"ZIA LA FLEURISTE EL JADIDA, Av Annasr, El Jadida 24000",https://www.instagram.com/zia_la_fleuriste/?hl=en
Flower Eljadida,Florist,El Jadida,06 74687550,,,,https://www.instagram.com/flower_eljadida/?hl=en
fleuriste Noureddine,Florist,El Jadida,06 63840535,,Fleuriste Nourddine spécialisé dans la création florale,"Marché des fleurs route el jadida magasin numéro 4, Casablanca, Morocco 20000",https://www.instagram.com/fleuriste_noureddine/
Flowers Simo,Florist,El Jadida,06 81124680,,,maps.app.goo.gl/wdRZ1vdfqnJFKNs6A?g_st=com.google.maps.preview.copy,https://www.instagram.com/flowers_simo_eljadida/?hl=en
Fleuriste Fes,Florist,Fes,06 45406246,,florale artificielle et naturel💐,"15 C LOT RIAD YASSAMIN R.A.CHKEF MAG 4 FES, Fès, Figuig, Morocco 3400",https://www.instagram.com/fleuriste_fes/?hl=en
La Jonchée Fleuriste,Florist,Fes,05 35623324 ,,,"Bd Mohammed V, rue Hoummane ElFetouaki -FES.",https://www.instagram.com/lajonchee/
Fleursedikki,Florist,Fes,614170178,,,https://maps.app.goo.gl/V8hb4hmnNvAe6uzi6,https://www.instagram.com/fleursedikki_fes/
Jad Maison des Fleurs,Florist,Fes,06 88057108,,"▪️Bouquets de fleurs
▪️Boxes de fleurs personnalisées
▪️Déco florale -> event/jardin",Hay Azhar Fès,https://www.instagram.com/jad.maison.des.fleurs/?hl=en
Sqali Floral Selection,Florist,Fes,07 00541821,,"Décoration florale.
🌿Design d’intérieur.
🌿Landscaping.",maps.app.goo.gl/vBF4quLxo9r1S94t7?g_st=com.google.maps.preview.copy,https://www.instagram.com/sqalifloralselection_fes/?hl=en
Fahssi Fleuriste,Florist,Fes,06 69990689,,"🌹 décoration Floral, bouquet de Mariée
🌹 déco des salles des fêtes
💡 decoration eclairage 💡",,https://www.instagram.com/fahssi.fleuriste/?hl=en
Mounia Events,Florist,Fes,‪0679‑065627‬,,,,https://www.instagram.com/mounia_events/?hl=en
Flowers Kenitra,Florist,Kenitra,06 68384070,,"Décoration florale naturelle, artificielle et fleurs séchées.",maps.app.goo.gl/auSWYxTcTqEUyGvTA,https://www.instagram.com/flowerskenitra/?hl=en
Bloom Bloom,Florist,Kenitra,06 22962688,bloom.flowers59@gmail.com,nous créons toujours des bouquets plus grands qui reflètent votre personnalité et vos goûts.,,https://www.instagram.com/bloom.flowers.maroc/?hl=en
My Flowers Kenitra,Florist,Kenitra,06 44005537,,,,https://www.instagram.com/my.flowerskenitra/?hl=en
Floral For You Kenitra,Florist,Kenitra,0664-177211,,,"Rue Antara immeuble 2 ,magasin n°1- Kénitra, Port Laoti, Kenitra, Morocco",https://www.instagram.com/floral_foryou_kenitra/?hl=en
Fleuriste Kénitra,Florist,Kenitra,06 19431221,,,https://maps.app.goo.gl/tQDJFvhj8k7PNUZw7,https://www.instagram.com/fleuriste_kenitra/?hl=en
La Rose de Fes,Florist,Fes,06 58517432,,Fleurs Naturelles | Artificielles ,"RTE Ain chkef residence Sawssane, Fès Jdid, Fès, Morocco",https://www.instagram.com/la_rose_de_fes
Fleur Deco Meknès,Florist,Meknes,07 62855114,,,"résidence ghorfa 1 imm B3 Av Zitoune, Meknes",https://www.instagram.com/ismail5fleur/?hl=en
Fleurs meknès anassim,Florist,Meknes,06 60284064,khalid15aloihdani@gmail.com,,,https://www.instagram.com/fleuriste_meknes_khalid/
Abdellah Guan,Florist,Meknes,06 61534909,,"Personnalisations des bouquets.💐💐
Decoration des Salles, Voitures🌷🚗","Hamria,marché central,Meknes",https://www.instagram.com/fleur_deco_meknes_abdellah/?hl=en
Fleurs de Gazelle,Florist,Meknes,07 07701313,,Organisateurs de buffet et des fleurs,https://maps.app.goo.gl/MBkdnimaP1nzF7qQ6,https://www.instagram.com/fleurs_de_gazelle/?hl=en
Lotfi Fleuriste,Florist,Meknes,06 17024144,,,maps.app.goo.gl/n8beWRPHhfT8NTYi6,https://www.instagram.com/lotfi_fleuriste/?hl=en
Flowers Meknes,Florist,Meknes,0773-156478,,,"resid ghorfa 1, imm. B3 Ave Zitoune Meknes",https://www.instagram.com/flowers_meknes/
Bendidi Fleurs,Florist,Safi,06 53094529,fatimaezzahrakouar@gmail.com,,"اسفي حي السلام قرب صيدلية لوريني بالضبط بجانب مدرسة فضاء النجاح , Safi, Morocco",https://www.instagram.com/bendidi_fleurs_gift/?hl=en
Fleuriste Safi,Florist,Safi,06 63779594,,,,https://www.instagram.com/fleuriste__safi/
Sophinia,Florist,Tanger,0675-338965,,"🌷Mariages et Événements.
🌷Fleurs séchées et stabilisées.",https://maps.app.goo.gl/b2QzisZ1FYz8osSL9,https://www.instagram.com/sophinia_tanger/
Fleurs Magique,Florist,Tanger,06 65430098,,,"Rue Du Nid des Oiseaux 90000 Charf-Souani Maroc, Tangier, Morocco 90000",https://www.instagram.com/fleursmagique/?hl=en
Bio Garden,Florist,Tanger,06 62 09 04 38,,Réalisez votre rêve en fleurs 🌷de A à Z,"2, Avenue Tariq Ibn Ziad, Tangier, Morocco 90000",https://www.instagram.com/biogarden_tanger/?hl=en
Maison L’hmam des Fleurs Naturelles,Florist,Tanger,06 18221482 ,,,"Maison L’hmam, Tangier 90000, Tangier, Morocco 90000",https://www.instagram.com/maisonlhmamofficial/?hl=en
Luxe flowers,Florist,Tanger,0 6 61639035,,,https://maps.app.goo.gl/QtfZgwkRfuTqso5bA,https://www.instagram.com/luxeflower.tanger/?hl=en
Fleur Ayman,Florist,Tanger,06 91650031,,,"Marché de Fès (Plaza Jdida), Tangier, Morocco 90000",https://www.instagram.com/fleur_ayman/?hl=en
GOOD FLOWERS,Florist,Tanger,06 24241555,,,https://maps.app.goo.gl/9oQ7FvJXKK2s1Vmr7,https://www.instagram.com/goodflowers.ma/?hl=en
Choco Roses,Florist,Tanger,06 74579018 ,,,https://maps.app.goo.gl/HizDTV4HNFfDwKS47,https://www.instagram.com/chocorosesofficial/?hl=en
Fleur Tribak,Florist,Tanger,06 64896130,,,https://maps.app.goo.gl/Z8ASz8kiUFV7REc59,https://www.instagram.com/fleur.tribak/
Atiya,Florist,Tanger,06 68 91 26 74,,Maison des fleurs & Tefour,"Branes2, Tangier, Morocco 90000",https://www.instagram.com/atiyagifts/?hl=en
Flowers by Marie m.,Florist,Tanger,06 60 08 92 46,mariemfleuriste.tanger@gmail.com,,"6, rue de Grenade San Francisco, Tangier, Morocco",https://www.instagram.com/flowersbymariemtanger/?hl=en
Red flowers,Florist,Tetouan,06 59956447,,,,https://www.instagram.com/redflowers_tetouan/?hl=en
Fleurs Tétouan,Florist,Tetouan,06 12864838,,,"Av meknes, Tétouan 93020",https://www.instagram.com/fleurs1tetouan/?hl=en
LA BELLE FLEUR FLOWERS,Florist,Tetouan,06 07 35 94 12,labellefleurroyal@gmail.com,,Tétouan Av Kabol,https://www.instagram.com/labellefleur_flowers/?hl=en
Les Fleurs royal,Florist,Tetouan,06 73349045,lesfleursroyal@gmail.com,,"
",https://www.instagram.com/lesfleursroyal/
La Belle Fleur Royal,Florist,Tetouan,06 61 63 58 30,,,"La Belle Fleur Royal, Av 14 kaboul, Tétouan",https://www.instagram.com/labellefleurroyal/
R&B weddings,Dresses,Tanger,,,Robes de mariée Tanger. Élégante | Exclusive | Unique,,https://www.instagram.com/r.bweddingdresses/?hl=en
ISMAELKODAK JOKER,Photographer,Tetouan,06 70 31 16 80,,,,https://www.instagram.com/ismaelkodakjoker/?hl=en
Nouha el idrissi,Makeup,Tetouan,06 43241076,,,,https://www.instagram.com/noha_elidrissi/?hl=en
Palace Al Ahram,Venue,Tetouan,06 67834798,,,,https://www.instagram.com/palace_al_ahram/?hl=en
Amir Shooting,Photographer,Tetouan,06 60294398,amirlaboshooting@gmail.com,,,https://www.instagram.com/amirshooting/?hl=en
Golden bridal caftan,Dresses,Tanger,06 6256 5678,,𝐕𝐞𝐧𝐭𝐞 𝐞𝐭 𝐋𝐨𝐜𝐚𝐭𝐢𝐨𝐧 𝐝𝐞𝐬 𝐜𝐚𝐟𝐭𝐚𝐧𝐬 𝐦𝐚𝐫𝐨𝐜𝐚𝐢𝐧𝐬 𝐩𝐨𝐮𝐫 𝐥𝐞𝐬 𝐦𝐚𝐫𝐢é𝐞𝐬 𝐞𝐭 𝐥𝐞𝐬 𝐢𝐧𝐯𝐢𝐭é𝐞𝐬,,https://www.instagram.com/golden_bridal_caftan/?hl=en
Ziana Mariam Mahrach,Makeup,Tanger,06.69.12.02.38,,,"Rue britagne, Tangier, Morocco 90070",https://www.instagram.com/zianamariammahrach/?hl=en
Bride dress by Hanae,Dresses,Tanger,06 66921088,,,Tanger à côté du jardin Dar Tounsi,https://www.instagram.com/bride_dress_by_hanae/?hl=en
Mon Mariage,Event Planner,Tanger,05 39 34 86 86,info@monmariageaumaroc.com,Luxury Wedding Planners in Morocco 🇲🇦 Designers of unforgettable celebrations,,https://www.instagram.com/monmariageaumaroc/
My Dress Haute Couture,Dresses,Tanger,07 72122820,,,maps.app.goo.gl/ZLBNZEBnXjTzJbHV8?g_st=ic,https://www.instagram.com/mydress_hautecouture_/?hl=en
Caftan Nezha,Dresses,Tanger,06 89 30 67 08,,"Caftan, jelaba, Tekchita",https://maps.app.goo.gl/9b84ta8DgfjbyQwX7,https://www.instagram.com/caftan_nezha_tanger/?hl=en
MAISON ALMA,Dresses,Tanger,,,,https://maps.app.goo.gl/oxdgLbwmY62XRTNu6,https://www.instagram.com/maison_alma1/?hl=en
Jalal Caftan,Dresses,Fes,06 41539463,,,maps.app.goo.gl/L2VyWADFs8TbheUQ8,https://www.instagram.com/jalal_caftan/?hl=en
Glamoda House Dress,Dresses,Tetouan,06 43 89 88 73,,Vente et location de robes et accessoires de luxe,,https://www.instagram.com/glamodahouse
Layali Novias,Dresses,Tetouan,06 60446959,,,شارع محمد الخراز زنقة الشعاع 30 / تطوان ,https://www.instagram.com/layalinovias/?hl=en
Contessa,Dresses,Tetouan,06 28452682,,,شارع كابول، قبالة البنك الشعبي,https://www.instagram.com/contessa_luxurydress/?hl=en
Timaz Robe,Dresses,Tetouan,0673-529812,,Location et vente des robes & Caftan de Luxe,,https://www.instagram.com/timaz.wedding.dress/?hl=en
Hajar Bride,Dresses,Tetouan,06 82 57 14 06,,,"Ab jbel tedghin(boujarah), Tétouan",https://www.instagram.com/hajarbride/
Khadija Robe Mariage,Dresses,Agadir,06 77 43 03 17,,"Location et Vente de Robes de Mariée & de Soirée 👰🏻‍♀️
Haute Couture",https://maps.app.goo.gl/Cs1gzjhHwKJc6YrR8,https://www.instagram.com/khadija_robe_mariage1/?hl=en
Fuda Robes,Dresses,Agadir,,,Location et vente des robes de mariée et robes de soirée,,https://www.instagram.com/fuda_robes/
Blanc d’Amour,Dresses,Rabat,06 58720472,Ni.touzar@gmail.com,,"16 Rue Oukaimden, Appt 26, 3ème étage, Haut Agdal, Rabat",https://www.instagram.com/caftanblanc.damour/
Al-Yacout robe,Dresses,Agadir,07 62‑636350‬,,Location et vente des robes de mariées & accessoires,,https://www.instagram.com/alyacout_robe/?hl=en
El FASSI CAFTAN,Dresses,Agadir,06 71844218,,vente et location caftans haute couture.,maps.google.com/?q=30.420238%2C-9.561026,https://www.instagram.com/elfassi_caftan/?hl=en
Caftan Houda Noubaa,Dresses,Agadir,06 96305448,,Vente et location Luxury Caftans,,https://www.instagram.com/caftan_houda_noubaaa/?hl=en
Dar Caftan Al Aali,Dresses,Agadir,06 73219744,,,Hay Salam,https://www.instagram.com/dar_caftan_agadir/?hl=en
Fatine Caftan,Dresses,El Jadida,06 61430550,,"💫𝑳𝒐𝒄𝒂𝒕𝒊𝒐𝒏 - 𝑽𝒆𝒏𝒕𝒆 - 𝑺𝒖𝒓 𝑴𝒆𝒔𝒖𝒓𝒆
💫Caftan - Takchita - Djellaba",,https://www.instagram.com/fatine.caftan.eljadida/
Bennani PHOTOGRAPHIE,Photographer,El Jadida,06 36081176,bennaniphotographie@hotmail.fr,,Hay amal en face mosquée Omar ibno khatab,https://www.instagram.com/bennaniphoto/
Hind Qaftan Bridal,Dresses,El Jadida,06 61322872,,Location des tenues traditionnelles et Robes de Mariée,Centre Marhaba 1er Etage-El Jadida,https://www.instagram.com/hindqaftanb/?hl=en
Bella Caftan,Dresses,Kenitra, 0660-046498,,,https://maps.app.goo.gl/nu7jGyTCAhqajiQu5,https://www.instagram.com/bellacaftankenitra/?hl=en
Robe de Mariée by BK,Dresses,Rabat,06 68584860,,Location robe de mariage haute couture,,https://www.instagram.com/location_robe_de_mariage_bk/?hl=en
Fairy Events,Dresses,Rabat,06 48823465,,Event decor & party planning,,https://www.instagram.com/fairyevents.ma/?hl=en
L'art Du Costume,Dresses,Rabat,06 17230675,,Location des costumes haute gamme & tenues Traditionnelles,https://maps.app.goo.gl/TECjppXiFs4xum6Q6,https://www.instagram.com/location_costume_rabat/?hl=en
Chez Ilyas,Dresses,Kenitra,06 61078382,,Vente et location des caftans et tenues,Magasin Centre ville 1 ,https://www.instagram.com/chez_ilyas/?hl=en
Mounia Ramsis,Event Planner,Kenitra,,,,https://maps.app.goo.gl/w86GL5snG8KXbT5CA,https://www.instagram.com/mouniaramsiskenitra/?hl=en
Karamila Fashion,Dresses,Meknes,06 93 63 27 82,,Fashion Designer of Moroccan Caftan ,"Résidence Luxury Center, N 2 Avenue des FAR Hamria , Meknes-Morocco",https://www.instagram.com/karamila.fashion/?hl=en
Caftan of Elegance,Dresses,Meknes,06 59680739,,,https://maps.app.goo.gl/EvGXdPEoDXL4AFtP9,https://www.instagram.com/caftan_of_elegance/?hl=en
Palais Toyour,Venue,Meknes,,,,,https://www.instagram.com/palaistoyour_meknes/?hl=en
La Selection,Dresses,Rabat,06 60019139,,"Location & vente de robes de mariée, signées par les meilleurs créateurs",,https://www.instagram.com/laselection_robesdemariee/?hl=en
Sublima,Dresses,Rabat,,,Vente et Location de Robes et Accessoires de Mariée,,https://www.instagram.com/sublima_rabat/?hl=en
Dress Me Fabe,Dresses,Rabat,06 49008280,,,"26, avenue mali résidence nakhla appart n5 Diour jamaa Rabat",https://www.instagram.com/dress_me_fabe/?hl=en
Mounia Ramsis Chez Sahar,Event Planner,Rabat,06 62806688,,,"Mag 3, avenue el Haouz, quartier Souissi, Rabat.",https://www.instagram.com/mouniaramsischezsahar/?hl=en
YesDress,Dresses,Rabat,06 42 122 434,,,"Rabat, Hay Riad",https://www.instagram.com/yesdress_ma/?hl=en
Robe de rêve by May,Dresses,Casablanca,0678-212932,,Location de Robes de mariées Haute Couture,,https://www.instagram.com/robemariagebymay/?hl=en
Kamis Caftan,Dresses,Rabat,06 64724373,,,,https://www.instagram.com/kamis.caftan/?hl=en
La Maison de La Mariee,Dresses,Casablanca,0687-26-87-20,,,,https://www.instagram.com/lamaisondelamariee_/?hl=en
Dahlia Wedding Dress,Dresses,Casablanca,06 97119943,,,quartier Almaz projet hills center immB 1er étage N5,https://www.instagram.com/dahlia_wedding_dress/?hl=en
Ayoub Ait Samr,Decor,Rabat,,,,,https://www.instagram.com/ayoub_aitsamr/?hl=en
Chez Lolita,Dresses,Rabat,06 91014902,,Faites-nous confiance et on fera de vous la plus féerique des princesses. Chez Lolita maison de location & vente de robes de mariée au Maroc,"Avenue El Manzeh, Rue Boulboul, Imm A13 Résidence Anakhil, Appt 02, Rabat, Morocco 10000",https://www.instagram.com/chezlolita/
Caftan Chez Hind & Soukaina,Dresses,Rabat,06 72130426,,Vente et location des tenues traditionnelles,,https://www.instagram.com/caftanchezhind_soukaina/?hl=en
La Loge Nour,Makeup,Rabat,0661 62 12 72,,"Maquillage, coiffure, onglerie, location de caftan et accessoire",https://maps.app.goo.gl/UYX21BpNFgGWFgcN7,https://www.instagram.com/laloge.nour/?hl=en
Caftan by Sarah,Dresses,Safi,06 82605300,,,,https://www.instagram.com/caftan_by_sarah/?hl=en
ZINEB ELOMARI makeup,Makeup,El Jadida,06 41580228,," PROFESSIONAL MAKEUP ARTISTE&HAIRSTYLE
👰 Mariée /fiançailles👸/invité 👩 model💃",,https://www.instagram.com/zineb_elomari_makeupartist/
Hoda Elomari Hairstyles,Makeup,El Jadida,06 41580228,,,,https://www.instagram.com/hodaelomari_hairstyles/
Karim Smith makeup,Makeup,El Jadida,06 26903937,,"Propriétaire du salon Monténégro Style
Coiffure, Soin, Maquillage...", Rue hassane 2 à côté de la banque Wafa salaf,https://www.instagram.com/karim_smith_makeup/
Sophia Elamrani,Makeup,Kenitra,06 91 83 12 92,,Spécialiste mariées voilées et non voilées,,https://www.instagram.com/sophiaelamranimua/
Makeup by Sarah,Makeup,Kenitra,06 97 62 47 51,,,,https://www.instagram.com/makeup_byysarah/
Amal Boukheraz,Makeup,Kenitra,06 58904958,,Professionel hair designer boukheraz Fatima,,https://www.instagram.com/amal_boukheraz/?hl=en
DAR AL-AROUSSA,Makeup,Kenitra,07 01288499,,,https://maps.app.goo.gl/jqkY91uEnpvxa3S17,https://www.instagram.com/dar.alaroussa/?hl=en
Samia Elhouasli Makeup,Makeup,Kenitra,,,,https://maps.app.goo.gl/BzGAQCZk65eZAi5H7,https://www.instagram.com/samiaelhouasli_makeup/
Tangaft by Hassania Fasia,Negafa,Kenitra,06 00 24 09 95,,,,https://www.instagram.com/tangaft_by_hassaniafasia/
Zineb Lachheb,Makeup,Kenitra,06 91 03 13 05,lachhebzineb91@gmail.com,,,https://www.instagram.com/zineb.lachheb_mua/?hl=en
BEAUTY BY KARIMA,Makeup,Kenitra,06 01 15 32 75,,SOYEZ UNIQUE ✨ Make up artiste💄/ nail artiste ,,https://www.instagram.com/elyoussfikarima/
Marwa Glam,Makeup,Marrakech,06 11499764,,Luxury Bridal & Event Makeup,,https://www.instagram.com/marwaglam/?hl=en
Haley Makeup Artist,Makeup,Marrakech,,haleynavarromakeup@gmail.com⁣,,,https://www.instagram.com/haleymakeupartist/?hl=en
Camille Petrouvi,Makeup,Marrakech,06 61 469 739,,,,https://www.instagram.com/camillepetrouvi/?hl=en
Soukaina Farah,Makeup,Marrakech,,,,"Avenue du colonel gazeille, Marrakech 40000",https://www.instagram.com/thesouki/?hl=en
MARROCCIA BEAUTY SALON,Makeup,Marrakech,06 91014902,,,https://maps.app.goo.gl/7StpGQf6kn3cMdFK9,https://www.instagram.com/marrocciasalonbeauty/?hl=en
Amandine Makeup artist,Makeup,Marrakech,07 62 084 871,contact@makeupartistmarrakech.com,,,https://www.instagram.com/makeupartistemarrakech/
Kenza Chraibi Makeup,Makeup,Marrakech,06 10645124,,,,https://www.instagram.com/kenzachraibimakeup/
Fatimazahra Khattabi,Makeup,Marrakech,06 34069414,,,,https://www.instagram.com/fatimazahra_khattabi_mua/?hl=en
Villa Dar Jamal,Venue,Agadir,06 79 82 24 83,,,"TIN ALI MANSOUR SIDI BIBI 80274, Sidi Bidi, Agadir, Morocco 80000",https://www.instagram.com/villadarjamal/?hl=en
Palais Afrah Tamount,Venue,Agadir,06 70 772 802,,,"Avenue des far 9,5km, Agadir, Morocco 80000",https://www.instagram.com/palaisafrahtamount/?hl=en
Salle des Fetes Alhouda,Venue,Agadir,05 288-38623,,,"Tassila Près de la cité Alhouda, B9 Av. Al Farabi, Dcheira El Jihadia 80000",https://www.instagram.com/salle_des_fetes_alhouda/?hl=en
Riad Ennakhil,Venue,Agadir,06 63 44 70 00,,"Riad Ennakhil est là pour vos fêtes, vos mariages et vos événements spéciaux.
🎊Fêtes
📆Evénements
💍Mariages",,https://www.instagram.com/riad.ennakhil/?hl=en
Ghandour Events,Venue,Agadir,0666-936166,ghandourevents@gmail.com,Votre événement à la perfection,,https://www.instagram.com/ghandourevents/
Mytraiteur,Caterer,Agadir,06 61 60 49 85/,,"Un anniversaire, un mariage ou un événement pro à organiser ? Envie d’un repas raffiné ou exotique ?
Détendez-vous, My Traiteur s’occupe de tout avec un service haut de gamme, personnalisé pour chaque occasion.
Mariages, anniversaires, baptêmes… notre équipe met tout son savoir-faire à votre service pour faire de vos moments précieux un vrai festin.","EL HOUDAIGUI, N°46 AV ABDERRAHMEN, Agadir 80000",https://www.instagram.com/mytraiteur.ma/?hl=en
Afrah Aytmaten,Venue,Agadir,,afrahaytmaten@gmail.com,,"L N 85, Boulevard Ben Mahfoud Al Yaâcoubi, el Houda Agadir",https://www.instagram.com/traiteur_aytmaten/?hl=en
Palais des fêtes Tassila,Venue,Agadir,06.66.45.01.84,,,"Palais des fêtes Tassila, 9FMG+J98, Rue Rabat",https://www.instagram.com/palaisdesfetestassila/?hl=en
Villa Rimalle,Venue,Agadir,06 32246537,,"Location de Villa pour vos événements & séjours
mariages•Fiançailles•Anniversaires",sidi bibi agadir,https://www.instagram.com/villa_rimalle/
RIAD AL AZHAR,Venue,Agadir,06 17903847,,"Charming , modern riad for all occasions",maps.app.goo.gl/uUPrLcivgJMFBN33A?g_st=ipc,https://www.instagram.com/riad.alazhar/?hl=en
Riad Greens,Venue,Agadir,06 62416133,,"RIAD GREENS a été conçu pour accueillir vos plus beaux moments : mariages, anniversaires, fiançailles, baby showers, team buildings, séminaires ou tout autre événement privé ou professionnel.
Entouré de verdure, notre domaine allie charme traditionnel et touches modernes pour créer une atmosphère chaleureuse, élégante et apaisante. Que vous rêviez d’une fête grandiose ou d’une célébration intime, notre espace s’adapte à vos besoins.",https://maps.app.goo.gl/JMEttvQYS2ttVPtg6,https://www.instagram.com/riad_greens/
Riad yakout event,Venue,Agadir,06 61383401,,,,https://www.instagram.com/riad_yakout_villa_yakout/
Salle Zephyr Mazagan,Venue,El Jadida,05 23 39 65 31,,,"Hotel zephyr mazagan,km5 route de casablanca, Mazagan, El Jadida, Morocco",https://www.instagram.com/salle_zephyr_mazagan/?hl=en
Villa Des Champs,Venue,El Jadida,06 61 33 13 50,,,maps.google.com/?q=33.148006%2C-8.409274,https://www.instagram.com/villa_des_champs/?hl=en
Oumaima Latrache,Photographer,Fes,,,,,https://www.instagram.com/oumaimaphotographer/
Ouazzani Photographer,Photographer,Fes,06 61609233,,,,https://www.instagram.com/ouazzani.photography/?hl=en
Photo Halim,Photographer,Kenitra,06 61 99 71 20,halim0002@hotmail.com,,"Av Mly abderhman galerie centre 2000, Kenitra, Morocco 14000",https://www.instagram.com/photo.halim/?hl=en
Photo Ghali,Photographer,Casablanca,07 00141502,,,,https://www.instagram.com/photo_ghali/?hl=en
Jawhara Photographe,Photographer,Kenitra,06 21119000,,,,https://www.instagram.com/photographe_jawhara/?hl=en
Photo Said,Photographer,Kenitra,06 27 54 68 82,,,,https://www.instagram.com/photosaidd/
Photo Benamar,Photographer,Kenitra,06 61416393,,,,https://www.instagram.com/photo_benamar/?hl=en
Negafa Dar Loubane,Negafa,Kenitra,06 61574432,,,maps.google.com/?q=34.268021%2C-6.592972,https://www.instagram.com/dar_loubane/?hl=en
Himmi palace,Venue,Rabat,06 66607998,,,,https://www.instagram.com/himmi_palace/
Said Himmi traiteur,Caterer,Rabat,06 61052604,,,,https://www.instagram.com/said_himmi_traiteur/
Sef-PROD Photographe,Photographer,Meknes,0663-641974,Sef.prod1@gmail.com,,,https://www.instagram.com/sef.prod.photographe.meknes/?hl=en
Magic Vision Zoom,Photographer,Meknes,06 61861042,,,,https://www.instagram.com/magic.vision.zoom/
Alae El Moudni,Photographer,Meknes,06 78 238 410,,,,https://www.instagram.com/alaeprod/?hl=en
Wlidate Meknes,Artist,Meknes,0 629451679,,,,https://www.instagram.com/wlidate__meknes/
Photographe Star,Photographer,Meknes,0675-197253,,,https://maps.app.goo.gl/GPA1giqJL1ghcPoS7,https://www.instagram.com/photographe_star/?hl=en
Lyoussi Az,Photographer,Meknes,06 41919779,,,,https://www.instagram.com/photographe_lyoussi_az/
Alaa Alkahf Photography,Photographer,Tanger,,,,,https://www.instagram.com/alaa.alkahf.photography/?hl=en
Karim Lamrani,Photographer,Tanger,0604 92 11 84,,,,https://www.instagram.com/karim.lamrani/?hl=en
Ibrahim Photographe,Photographer,Tanger,06 80660715,,,,https://www.instagram.com/studio_ibrahiim/
Soukaina Groupe Nagham,Artist,Tanger,,,,,https://www.instagram.com/soukaina_groupe_nagham/
Haltout Photographe,Photographer,Tanger,06 39 19 53 59,,,,https://www.instagram.com/haltout.video.photographer/
Studio Hicham Es-Saiydy,Photographer,Tanger,06 61599877,,,maps.app.goo.gl/pjbfBHoQPhJXq3u28?g_st=ipc,https://www.instagram.com/hichamphotographee/?hl=enn
Nano Photography,Photographer,Tetouan,05397-02785,nanophotography1@gmail.com,,"1ér étage N°1, 3 Avenue Sidi Al Mandri, Tétouan 93000, Maroc, Tétouan, Morocco",https://www.instagram.com/nano_photography_/?hl=en
IMAD ELKHCHINE,Photographer,Tetouan,0643 356 670,,,,https://www.instagram.com/imadelkhchine/?hl=en
Camereya,Photographer,Tanger,06 32623129,,,,https://www.instagram.com/camereya/?hl=en
HOYAME,Photographer,Tanger,07 75343849,,,,https://www.instagram.com/hoyame_photo/?hl=en
Muntassir Photographe,Photographer,Tetouan,,,,,https://www.instagram.com/muntassir_photographe/?hl=en
Liika Photographe,Photographer,Tetouan,06 42159752,,,https://maps.app.goo.gl/GCuLTU35SeYnnMcD7,https://www.instagram.com/liika_photographe/?hl=en
𝗧𝗿𝗮𝗶𝘁𝗲𝘂𝗿 𝗗𝘂 𝗟𝘂𝘅𝗲,Caterer,Agadir,0623-839421,duluxetraiteur@gmail.com,"Notre service de traiteur pour mariages marocains orchestre des célébrations qui honorent votre standing et impressionnent subtilement votre cercle social. Nous proposons une expérience culinaire raffinée qui réinterprète notre patrimoine gastronomique avec distinction, accompagnée d’un service d’exception digne des grandes familles d’Agadir et du Royaume",,https://www.instagram.com/du_luxe_traiteur/?hl=en
Souiri Traiteur,Caterer,Kenitra,06 61238902,,"Organisation de vos évènements, vos mariages, vos fêtes, Partout au maroc",,https://www.instagram.com/souiritraiteur/?hl=en
